Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",predicted_Tmelt_K,uncertainty_K,similarity_score,screening_status,passes_DES_rule,violation_T1,violation_T2,RoomTemp_flag,WarmTemp_flag,feature_extrapolation,high_uncertainty,physically_reasonable,ranking_score_room,ranking_score_warm
2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.333333,0.666667,306.15,306.62073,17.29,0.8882,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,83.282
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.288,0.712,306.55,306.60254,17.84,0.8529,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,81.854
tetrapropylazanium;chloride,hexadecanoic acid,0.504,0.496,306.67,306.79358,16.71,0.9257,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,84.934
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,0.3,0.7,306.72,304.57913,17.24,0.8918,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,81.624
2-hydroxyethyl(trimethyl)azanium;chloride,"2,4,6-trimethylphenol",0.33,0.67,307.06,306.65063,17.68,0.863,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,82.3
tetrabutylazanium;chloride,hexadecan-1-ol,0.3,0.7,307.2,307.90436,17.84,0.8531,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,83.01
Glutaric Acid,[N2222]Br,0.577,0.423,307.5,311.6997,16.42,0.9443,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.007
tetrapropylazanium;chloride,tetradecanoic acid,0.45,0.55,307.62,308.60342,17.28,0.8893,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,85.075
tetrabutylazanium;chloride,hexadecanoic acid,0.392,0.608,307.7,308.7076,17.8,0.8558,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,83.827
tetrabutylazanium;chloride,tetradecan-1-ol,0.605,0.395,307.8,308.58664,17.9,0.849,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,83.448
ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",0.25,0.75,308.0,307.00482,18.54,0.8081,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,80.416
2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,0.5,0.5,308.0,310.32452,17.22,0.8928,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,86.734
tetrabutylazanium;chloride,tetradecanoic acid,0.684,0.316,308.3,309.33368,17.94,0.8465,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,84.007
tetrabutylazanium;chloride,hexadecan-1-ol,0.494,0.506,308.5,307.0601,17.81,0.8552,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,82.349
tetraethylazanium;chloride,dodecanoic acid,0.302,0.698,308.52,307.68997,16.51,0.9382,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,86.225
tetrapropylazanium;chloride,tetradecanoic acid,0.35,0.65,308.55,307.81583,16.99,0.9079,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,85.124
tetraethylazanium;chloride,dodecanoic acid,0.3035,0.6965,308.908,308.79654,16.54,0.9366,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,87.137
2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.285714,0.714286,309.15,307.72357,17.47,0.8766,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,83.791
2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.455,0.545,309.375,309.8715,17.0,0.9068,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,86.894
ethanamine;hydrochloride,acetamide,0.333333,0.666667,310.15,308.59875,18.05,0.8394,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,83.075
2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714286,0.285714,310.15,309.5163,17.56,0.8709,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,85.144
2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.199,0.801,310.15,309.1185,17.63,0.8668,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,84.629
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.202,0.798,310.32,310.16693,17.7,0.8619,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,85.359
tetraethylazanium;chloride,dodecanoic acid,0.2,0.8,310.35,312.3558,16.86,0.9162,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,89.462
tetraethylazanium;chloride,dodecanoic acid,0.218,0.782,310.43,310.5125,16.57,0.9348,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.58
2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.302,0.698,310.483,311.30502,17.29,0.8886,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,87.431
tetrapropylazanium;chloride,dodecanoic acid,0.196,0.804,310.65,310.96222,16.58,0.9339,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.94
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.399,0.601,310.734,310.4152,17.25,0.8907,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,86.73
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.109,0.891,310.92,310.39664,17.85,0.8522,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,85.173
tetraethylazanium;chloride,dodecanoic acid,0.2186,0.7814,311.014,310.5125,16.56,0.935,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.588
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,0.45,0.55,311.15,310.38065,17.2,0.8943,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,86.843
tetrapropylazanium;chloride,tetradecanoic acid,0.3,0.7,311.35,310.35568,16.99,0.9079,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,87.365
tetrapropylazanium;chloride,dodecanoic acid,0.199,0.801,311.59,311.18326,16.58,0.9339,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,89.135
tetraethylazanium;chloride,tetradecanoic acid,0.301,0.699,311.71,313.76068,17.14,0.8978,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,89.966
tetramethylazanium;chloride,dodecanoic acid,0.3442,0.6558,312.0671,312.69833,16.49,0.9397,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.704
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.4,0.6,312.15,312.2742,18.03,0.8405,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,86.362
tetraethylazanium;chloride,tetradecanoic acid,0.298,0.702,312.25,312.04367,17.16,0.8968,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.411
tetraethylazanium;chloride,decanoic acid,0.401,0.599,312.28,315.96558,17.86,0.8516,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,70.063
tetramethylazanium;chloride,dodecanoic acid,0.296,0.704,312.55,312.2641,17.16,0.8965,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.593
tetrapropylazanium;chloride,dodecanoic acid,0.2012,0.7988,312.7691,310.88974,16.59,0.9331,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.844
tetramethylazanium;chloride,dodecanoic acid,0.343,0.657,312.86,312.69833,16.5,0.9393,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.688
tetrabutylazanium;chloride,octadecan-1-ol,0.392,0.608,313.0,312.89307,17.8,0.8553,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,87.5
tetramethylazanium;chloride,tetradecan-1-ol,0.1,0.9,313.1,314.26944,17.88,0.8503,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,68.514
2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.25,0.75,313.15,313.55515,18.03,0.8407,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,87.5
tetrapropylazanium;chloride,tetradecanoic acid,0.292,0.708,313.15,311.78195,16.96,0.9096,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.692
tetrabutylazanium;chloride,hexadecan-1-ol,0.203,0.797,313.2,313.21472,17.84,0.8527,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,87.68
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.345,0.655,313.2,312.2055,17.37,0.8834,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.017
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.297,0.703,313.38,312.88934,17.6,0.8681,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.009
tetrabutylazanium;chloride,hexadecanoic acid,0.705,0.295,313.6,313.64145,17.87,0.851,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,87.988
tetramethylazanium;chloride,dodecanoic acid,0.4047,0.5953,313.8222,315.759,16.27,0.9539,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.973
tetramethylazanium;chloride,dodecanoic acid,0.403,0.597,313.85,313.45642,16.26,0.9545,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,91.965
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,0.247,0.753,313.95,316.39337,17.22,0.8928,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.089
2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.5,0.5,314.16,313.91678,19.0,0.7784,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,85.327
tetrabutylazanium;chloride,tetradecanoic acid,0.202,0.798,314.5,313.87195,18.03,0.8407,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,87.78
tetramethylazanium;chloride,dodecanoic acid,0.195,0.805,314.52,314.62384,16.62,0.9314,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.071
tetramethylazanium;chloride,tetradecan-1-ol,0.401,0.599,314.6,315.03854,17.82,0.8543,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,69.353
tetramethylazanium;chloride,dodecanoic acid,0.1965,0.8035,314.8752,314.66586,16.63,0.9311,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.096
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,4R)-pentane-1,2,3,4,5-pentol",0.385,0.615,315.175,314.74112,17.61,0.8675,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,89.619
tetrapropylazanium;chloride,tetradecanoic acid,0.5,0.5,315.25,316.0286,17.55,0.8714,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.911
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.6,0.4,315.432,317.82626,17.71,0.8616,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.105
tetrapropylazanium;chloride,decanoic acid,0.4,0.6,315.55,315.39212,17.41,0.8809,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,70.729
tetramethylazanium;chloride,dodecanoic acid,0.201,0.799,315.65,315.2027,16.65,0.9295,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.506
tetrabutylazanium;chloride,hexadecan-1-ol,0.597,0.403,315.7,314.3517,17.92,0.8478,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.487
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",0.3,0.7,315.7,316.2926,17.35,0.8843,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,71.66
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.198,0.802,315.88,316.38565,17.88,0.8504,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.386
tetramethylazanium;chloride,dodecanoic acid,0.41,0.59,315.95,315.95328,16.36,0.9482,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.916
tetrabutylazanium;chloride,hexadecanoic acid,0.298,0.702,316.0,316.06787,17.86,0.8516,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.153
tetraethylazanium;chloride,hexadecanoic acid,0.288,0.712,316.02,318.55243,16.61,0.9321,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.566
tetraethylazanium;chloride,dodecanoic acid,0.098,0.902,316.05,317.2135,16.75,0.9231,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.024
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.411,0.589,316.05,316.16455,17.2,0.8939,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,91.931
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",0.2,0.8,316.3,316.39917,17.1,0.9005,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.402
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",0.4,0.6,316.3,315.11743,17.42,0.8797,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.439
tetrapropylazanium;chloride,hexadecanoic acid,0.395,0.605,316.35,317.25485,16.66,0.9289,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.293
tetrabutylazanium;chloride,tetradecan-1-ol,0.7,0.3,316.4,314.3936,17.85,0.8526,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,68.716
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.1,0.9,316.48,317.39838,17.94,0.8465,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,91.123
tetrapropylazanium;chloride,dodecanoic acid,0.118,0.882,316.65,315.9998,17.02,0.906,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.269
tetrapropylazanium;chloride,dodecanoic acid,0.097,0.903,316.74,316.47385,17.37,0.8835,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,91.788
2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.4,0.6,316.817,315.95868,17.44,0.8787,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,91.141
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxypropanoic acid,0.55,0.45,316.88,319.6791,17.41,0.8807,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,74.504
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",0.2,0.8,316.9,317.64645,17.93,0.8473,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,71.374
tetrapropylazanium;chloride,decanoic acid,0.401,0.599,316.91,315.2905,17.41,0.8804,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,70.619
tetramethylazanium;chloride,dodecanoic acid,0.109,0.891,316.95,316.9484,16.67,0.9282,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.994
tetraethylazanium;chloride,dodecanoic acid,0.099,0.901,316.97,317.1272,16.74,0.9239,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.98
tetrabutylazanium;chloride,octadecan-1-ol,0.497,0.503,317.0,316.35287,17.85,0.8523,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.433
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.449,0.551,317.03,317.9114,16.34,0.9496,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.7
tetramethylazanium;chloride,tetradecan-1-ol,0.313,0.687,317.1,317.88663,17.82,0.8545,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,71.874
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714286,0.285714,317.15,320.19687,17.56,0.8709,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.569
tetramethylazanium;chloride,dodecanoic acid,0.094,0.906,317.39,317.39252,16.78,0.9211,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.102
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.446,0.554,317.4,317.97412,16.35,0.9486,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.715
tetramethylazanium;chloride,tetradecanoic acid,0.214,0.786,317.45,318.1885,16.84,0.9175,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.66
tetrapropylazanium;chloride,hexadecanoic acid,0.4,0.6,317.55,314.93848,16.64,0.9304,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.309
tetraethylazanium;chloride,dodecanoic acid,0.1,0.9,317.6833,317.03223,16.74,0.9239,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.896
tetramethylazanium;chloride,dodecanoic acid,0.0965,0.9035,317.6833,317.1847,16.74,0.9237,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.023
Glutaric Acid,[N2222]Br,0.599,0.401,317.7,316.88876,16.38,0.9471,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.698
tetrabutylazanium;chloride,octadecan-1-ol,0.303,0.697,317.9,317.99094,17.78,0.8566,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.05
ethanamine;hydrochloride,acetamide,0.25,0.75,318.15,318.48026,18.55,0.8075,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.518
tetramethylazanium;chloride,tetradecan-1-ol,0.199,0.801,318.3,317.175,17.88,0.8505,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,71.086
tetramethylazanium;chloride,tetradecanoic acid,0.205,0.795,318.4,319.2339,16.89,0.9143,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.455
ethanamine;hydrochloride,urea,0.33,0.67,318.541,318.05524,18.48,0.8121,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.327
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,0.5,0.5,318.55,318.59048,17.61,0.8678,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.027
tetrabutylazanium;chloride,hexadecan-1-ol,0.101,0.899,318.7,318.8534,17.91,0.8482,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.475
ethanamine;hydrochloride,acetamide,0.6,0.4,319.15,318.01468,18.19,0.8302,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,91.015
ethanamine;hydrochloride,urea,0.659,0.341,319.237,321.14526,19.39,0.7531,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,89.555
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.461,0.539,319.48,317.4798,17.11,0.9,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,73.335
tetraethylazanium;chloride,dodecanoic acid,0.395,0.605,319.62,320.40234,15.93,0.9758,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,78.946
tetramethylazanium;chloride,tetradecanoic acid,0.253,0.747,319.65,318.99588,16.66,0.9289,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.829
tetraethylazanium;chloride,dodecanoic acid,0.3977,0.6023,319.7894,321.33392,15.91,0.9768,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,78.336
Pimelic Acid,[N3333]Br,0.55,0.45,319.8,320.83533,17.39,0.8821,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.988
Glutaric Acid,[N2222]Br,0.621,0.379,319.9,320.0196,16.28,0.9536,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,97.72
tetraethylazanium;chloride,hexadecanoic acid,0.406,0.594,319.93,323.1068,17.07,0.9025,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.8
2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.524,0.476,320.312,318.68933,16.58,0.9339,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.758
tetraethylazanium;chloride,tetradecanoic acid,0.188,0.812,320.35,321.2085,17.19,0.895,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.175
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,0.399,0.601,320.45,321.13345,17.19,0.895,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.241
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",0.498,0.502,320.62,322.58847,17.3,0.8876,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.661
tetraethylazanium;chloride,dodecanoic acid,0.401,0.599,320.68,316.8824,15.93,0.9756,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.832
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,0.408,0.592,320.78,321.30063,17.12,0.8993,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.266
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,0.396,0.604,320.95,321.2727,17.04,0.9044,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.494
tetraethylazanium;chloride,tetradecanoic acid,0.206,0.794,321.06,320.7668,17.25,0.8911,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.409
2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.504,0.496,321.18,321.63748,17.55,0.8716,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.86
tetramethylazanium;chloride,tetradecanoic acid,0.315,0.685,321.25,322.9466,16.99,0.9079,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.157
tetraethylazanium;chloride,dodecanoic acid,0.392,0.608,321.45,320.04114,15.98,0.9726,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,78.499
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.673,0.327,321.55,321.63812,17.24,0.8914,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.652
tetraethylazanium;chloride,octadecanoic acid,0.412,0.588,321.65,321.62057,17.86,0.852,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.091
tetrabutylazanium;chloride,octadecan-1-ol,0.595,0.405,321.7,321.8871,17.77,0.8573,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.068
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.399,0.601,321.8,320.9807,16.74,0.9237,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,76.524
2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.385,0.615,321.875,326.7739,17.01,0.9064,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,90.72
tetrabutylazanium;chloride,tetradecanoic acid,0.8,0.2,321.9,321.3378,17.92,0.8477,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.169
tetrapropylazanium;chloride,hexadecanoic acid,0.406,0.594,321.91,317.97302,16.66,0.9289,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.926
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,0.201,0.799,321.95,320.54968,17.2,0.8939,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.712
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.502,0.498,321.973,324.96674,17.13,0.8986,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.003
tetrabutylazanium;chloride,hexadecanoic acid,0.799,0.201,322.2,320.8555,17.8,0.8554,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.902
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S)-oxane-2,3,4,5-tetrol",0.503,0.497,322.22,321.13806,17.28,0.8891,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.001
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,0.332,0.668,322.28,322.45795,17.06,0.9033,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.404
tetramethylazanium;chloride,tetradecanoic acid,0.303,0.697,322.28,322.46286,16.92,0.9121,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.752
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",0.1,0.9,322.4,322.19177,19.17,0.7673,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,69.199
methyl(triphenyl)phosphanium;bromide,"ethane-1,2-diol",0.4,0.6,322.42,323.74924,17.51,0.8739,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,72.089
tetrapropylazanium;chloride,tetradecanoic acid,0.197,0.803,322.45,322.6983,17.18,0.8953,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.872
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,0.306,0.694,322.55,322.67786,17.31,0.8872,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.566
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,0.208,0.792,322.73,323.23694,17.71,0.8617,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.053
tetrabutylazanium;chloride,octadecanoic acid,0.493,0.507,322.9,321.6987,17.89,0.8499,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.938
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.494,0.506,323.188,323.13837,18.9,0.7846,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,69.056
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.491,0.509,323.3,322.74738,16.57,0.9346,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,95.401
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,0.132,0.868,323.35,323.60797,17.76,0.858,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,91.578
tetraethylazanium;chloride,hexadecanoic acid,0.409,0.591,323.35,322.4228,17.03,0.9053,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,94.515
tetrapropylazanium;chloride,tetradecanoic acid,0.2,0.8,323.45,323.073,17.19,0.8946,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.514
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",0.332,0.668,323.6,320.39105,17.07,0.9024,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,96.0
tetrapropylazanium;chloride,hexadecanoic acid,0.311,0.689,323.75,322.93735,17.13,0.8989,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.805
tetramethylazanium;chloride,tetradecanoic acid,0.12,0.88,323.85,324.19937,17.25,0.891,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,92.376
tetrapropylazanium;chloride,hexadecanoic acid,0.296,0.704,323.95,322.96783,17.29,0.8882,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,93.35
tetrabutylazanium;chloride,hexadecan-1-ol,0.725,0.275,324.1,324.81042,17.8,0.8553,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,70.409
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.349,0.651,324.157,324.53455,17.32,0.8862,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,91.888
2-hydroxyethyl(trimethyl)azanium;chloride,acetamide,0.33,0.67,324.16,323.88535,18.77,0.7935,PASS_WARMTEMP,True,False,False,False,True,False,False,True,,88.753
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,0.446,0.554,324.2,323.02505,17.2,0.8939,REJECTED_DES_RULE,False,False,True,False,True,False,False,True,,73.528
