Name,solvent_SMILES,CAS,G-score prediction,G-score prediction uncertainty,Relative Energy Difference (RED),Source
"N,N-Diethylacetoacetamide",O=C(C)CC(=O)N(CC)CC,2235-46-3,6.083,0.9024,0.6025985396596977,low-fidelity RED
p-Benzoquinone,O=C(C=C1)C=CC1=O,106-51-4,6.497,0.82,0.9813893213195263,low-fidelity RED
Ethyl 4-Nitrobenzoate,O=C(C1=CC=C([N+]([O-])=O)C=C1)OCC,99-77-4,7.275,1.15,0.7537406715840672,low-fidelity RED
2-Acetylpyrazine,O=C(c1nccnc1)C,22047-25-2,7.15,1.219,0.6694213919497946,low-fidelity RED
"1,4-Cyclohexanedione",O=C(CC1)CCC1=O,637-88-7,6.815,0.8337,0.8455767262643875,low-fidelity RED
Glutaric Anhydride,O=C(CCC1)OC1=O,108-55-4,6.301,0.9293,0.829533001151853,low-fidelity RED
Prednisone,O=C(CO)[C]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)\C=C/[C]1(C)[C@H]4C(=O)C[C]23C,53-03-2,7.739,1.396,0.8965210538520552,low-fidelity RED
Cortisone,O=C(CO)[C]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)CC[C]1(C)[C@H]4C(=O)\C[C]23C,53-06-5,7.609,1.365,0.87213817712562,low-fidelity RED
Hydrocortisone,O=C(CO)C3(O)C2(CC(O)C4C1(/C(=C\C(=O)CC1)CCC4C2CC3)C)C,50-23-7,7.525,1.496,0.9552486587271398,low-fidelity RED
"N,N-Dimethylpropanamide",O=C(N(C)C)CC,758-96-3,5.888,0.8034,0.7717674520216563,low-fidelity RED
Tebuthiuron,O=C(N(c1nnc(s1)C(C)(C)C)C)NC,34014-18-1,6.026,1.184,0.5159941860137572,low-fidelity RED
Atenolol,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,29122-68-7,9.162,1.411,0.8975661535508123,low-fidelity RED
n-sec-Butylacetamide,O=C(NC(C)CC)C,1189-05-5,6.563,1.062,0.7798236980241108,low-fidelity RED
N-Methylbenzamide,O=C(NC)c1ccccc1,613-93-4,6.084,1.054,0.8192984804086965,low-fidelity RED
N-Methyl Propionamide,O=C(NC)CC,1187-58-2,6.165,1.011,0.8895223437328598,low-fidelity RED
N-Methylpentanamide,O=C(NC)CCCC,10/1/25 0:00,6.684,0.9606,0.7180703308172537,low-fidelity RED
3-Trifluoromethylacetanilide,O=C(Nc1cc(ccc1)C(F)(F)F)C,351-36-0,5.869,1.163,0.700446286306095,low-fidelity RED
3-Trifluoromethylphenylurea,O=C(Nc1cc(ccc1)C(F)(F)F)N,13114-87-9,5.984,1.105,0.8979142498033984,low-fidelity RED
p-Anisidine-n-Acetate,O=C(Nc1ccc(OC)cc1)C,51-66-1,8.001,1.083,0.9013878188659972,low-fidelity RED
Acebutolol,O=C(Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C)CCC,37517-30-9,8.698,1.398,0.5852349955359817,low-fidelity RED
Practolol,O=C(Nc1ccc(OCC(O)CNC(C)C)cc1)C,6673-35-4,8.736,1.333,0.7110731326663946,low-fidelity RED
3-Fluoroacetanilide,O=C(Nc1cccc(F)c1)C,351-28-0,6.251,1.091,0.5777110004145678,low-fidelity RED
Butyranilide,O=C(Nc1ccccc1)CCC,1129-50-6,7.615,1.091,0.7449832212875672,low-fidelity RED
o-Acetoacetotoluidide,O=C(Nc1ccccc1C)CC(=O)C,93-68-5,7.221,1.198,0.6067330549755795,low-fidelity RED
Siduron,O=C(NC1CCCCC1C)Nc2ccccc2,1982-49-6,6.995,1.139,0.9555757426808198,low-fidelity RED
Isouron,O=C(Nc1noc(c1)C(C)(C)C)N(C)C,55861-78-4,6.385,1.18,0.5645794895318108,low-fidelity RED
Isoxaben,O=C(Nc1onc(c1)C(CC)(C)CC)c2c(OC)cccc2OC,82558-50-7,7.651,1.413,0.9506576670915772,low-fidelity RED
n-Isobutylacetamide,O=C(NCC(C)C)C,1540-94-9,6.614,0.977,0.7733854149129015,low-fidelity RED
N-Ethylbenzamide,O=C(NCC)c1ccccc1,614-17-5,6.59,1.01,0.6334429729659966,low-fidelity RED
Capsaicin,O=C(NCc1cc(OC)c(O)cc1)CCCC/C=C/C(C)C,404-86-4,9.039,1.434,0.22912878474779186,low-fidelity RED
n-Propylacetamide,O=C(NCCC)C,5331-48-6,6.155,0.9528,0.6234981956669958,low-fidelity RED
"2-Propenamide,_n-(Butoxymethyl)-",O=C(NCOCCCC)\C=C,1852-16-0,6.563,0.97,0.7017834423809101,low-fidelity RED
n-Carbobenzoxyproline,O=C(O)C2N(C(=O)OCc1ccccc1)CCC2,1148-11-4,7.664,1.222,0.6480740698407861,low-fidelity RED
Methomyl,O=C(O\N=C(\SC)C)NC,16752-77-5,5.927,1.039,0.4716990566028301,low-fidelity RED
Aldicarb,O=C(O\N=C\C(SC)(C)C)NC,116-06-3,5.975,1.152,0.7717674520216563,low-fidelity RED
Dimethyl Terephthalate,O=C(OC)C1=CC=C(C(OC)=O)C=C1,120-61-6,7.013,0.9442,0.8492643875731516,low-fidelity RED
Methyl 2-Nitrobenzoate,O=C(OC)C1=CC=CC=C1[N+]([O-])=O,606-27-9,6.632,1.097,0.8280247580839599,low-fidelity RED
Dimethyl Phthalate,O=C(OC)C1=CC=CC=C1C(OC)=O,131-11-3,6.928,0.8976,0.7491662031885851,high-fidelity RED
Methyl 5-Pyrimidinecarboxylate,O=C(OC)c1cncnc1,34253-01-5,6.838,1.126,0.3588175023601827,low-fidelity RED
Methyl 2-Pyrimidinecarboxylate,O=C(OC)c1ncccn1,34253-03-7,7.007,1.116,0.3588175023601827,low-fidelity RED
Methyl 2-Pyrazinecarboxylate,O=C(OC)c1nccnc1,6164-79-0,7.112,1.235,0.3588175023601827,low-fidelity RED
p-Acetoxyacetanilide,O=C(Oc1ccc(cc1)NC(=O)C)C,2623-33-8,7.552,1.085,0.8874119674649427,low-fidelity RED
Cortisone Acetate,O=C(OCC(=O)[C]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)CC[C]1(C)[C@H]4C(=O)C[C]23C)C,50-04-4,7.841,1.435,0.9778803607803969,low-fidelity RED
Malaoxon,O=C(OCC)C(SP(=O)(OC)OC)CC(=O)OCC,1634-78-2,5.917,1.113,0.608789783094296,low-fidelity RED
Diethyl Phthalate,O=C(OCC)C1=CC=CC=C1C(OCC)=O,84-66-2,7.491,0.9544,0.975320460156558,high-fidelity RED
Ethyl 2-Pyrimidinecarboxylate,O=C(OCC)c1ncccn1,,7.51,1.078,0.33541019662496846,low-fidelity RED
Ethyl 2-Pyrazinecarboxylate,O=C(OCC)c1nccnc1,6924-68-1,7.632,1.241,0.33541019662496846,low-fidelity RED
Ethyl Chloroformate,O=C(OCC)Cl,541-41-3,6.113,0.8094,0.8863548950617924,high-fidelity RED
Ethyl-N-Methyl Carbamate,O=C(OCC)NC,105-40-8,6.358,0.9491,0.7921489758877427,low-fidelity RED
4-Pyridinol,O=C\1\C=C/N/C=C/1,626-64-2,6.96,1.004,0.6543126164151196,low-fidelity RED
3-Formyl-6-Isopropylchromone,O=C\1c2c(O/C=C/1C=O)ccc(c2)C(C)C,49619-58-1,6.786,1.213,0.684196609170201,low-fidelity RED
5-Methyl-3(2H)-Furanone,O=C\1COC(/C)=C/1,3511-32-8,6.88,1.065,0.38810436740650023,low-fidelity RED
Metribuzin,O=C1/C(=N\N=C(\SC)N1N)C(C)(C)C,21087-64-9,7.256,1.046,0.5414101956926932,low-fidelity RED
Creatinine,O=C1/N=C(/N)N(C)C1,60-27-5,6.852,1.003,0.6914658342969668,low-fidelity RED
"2,4(1H,3H)-Pyrimidinedione, 5-Bromo-6-Methyl-3-(1-Methylprop",O=C1C(\Br)=C(/NC(=O)N1C(CC)C)C,314-40-9,6.891,1.358,0.6562202374203342,low-fidelity RED
Uracil,O=C1C(\N(CCCl)CCCl)=C/NC(=O)N1,66-75-1,5.881,1.222,0.7262919523166974,low-fidelity RED
2-Chlorocyclohexanone,O=C1C(Cl)CCCC1,822-87-7,6.336,1.003,0.6072478900745559,high-fidelity RED
Cyrene,O=C1C(OC2)OC2CC1,53716-82-8,6.965,0.7959,0.4616546328154839,low-fidelity RED
2-Cyclopenten-1-One,O=C1C=CCC1,930-30-3,6.508,0.9686,0.7022285952594067,low-fidelity RED
Cyclobutanone,O=C1CCC1,1191-95-3,6.458,0.8188,0.5684408500451038,high-fidelity RED
Cyclopentanone,O=C1CCCC1,120-92-3,7.023,0.7057,0.51234753829798,high-fidelity RED
Cycloheptanone,O=C1CCCCCC1,502-42-1,7.224,0.7114,0.8370334521391607,high-fidelity RED
2-Piperidinone,O=C1CCCCN1,675-20-7,6.495,1.068,0.7198090024443985,low-fidelity RED
2-Pyrrolidone,O=C1CCCN1,616-45-5,6.344,0.9969,0.467038542306735,high-fidelity RED
N-n-Butyl Pyrrolidone,O=C1CCCN1CCCC,3470-98-2,5.923,0.9192,0.7382411530116701,high-fidelity RED
"1,3,5-Tris(2,3-Epoxypropyl)Isocyanuricacid",O=C1N(C(=O)N(C(=O)N1CC2OC2)CC3OC3)CC4OC4,2451-62-9,7.37,1.099,0.9956153875869934,low-fidelity RED
Metharbital,O=C1N(C(=O)NC(=O)C1(CC)CC)C,50-11-3,6.203,1.212,0.3937003937005907,low-fidelity RED
"1,3-Dimethylimidazolidin-2-One",O=C1N(C)CCN1C,80-73-9,6.386,0.7431,0.7603453162872776,low-fidelity RED
Isocil,O=C1N/C(=C(/Br)C(=O)N1C(C)C)C,314-42-1,6.377,1.203,0.4677071733467428,low-fidelity RED
Terbacil,O=C1N/C(=C(/Cl)C(=O)N1C(C)(C)C)C,5902-51-2,5.78,1.294,0.8796306042879593,low-fidelity RED
Ethosuximide,O=C1NC(=O)CC1(C)CC,77-67-8,6.469,1.163,0.4031128874149274,low-fidelity RED
Vinbarbital,O=C1NC(=O)NC(=O)C1(\C=C)C(C)CCC,2430-49-1,6.444,1.29,0.620483682299543,low-fidelity RED
5-Ethyl-5-Isopropylbarbituric Acid {Probarbital},O=C1NC(=O)NC(=O)C1(C(C)C)CC,76-76-6,6.804,1.134,0.16770509831248437,low-fidelity RED
Butabarbital,O=C1NC(=O)NC(=O)C1(C(C)CC)CC,125-40-6,6.751,1.213,0.371651718682963,low-fidelity RED
Pento Barbital,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC,76-74-4,6.174,1.248,0.586301969977929,low-fidelity RED
5-Ethyl-5-(2-Methylbutyl)-Barbituric Acid {Pentobarbital},O=C1NC(=O)NC(=O)C1(CC(C)CC)CC,36082-56-1,6.629,1.303,0.5477225575051659,low-fidelity RED
Amobarbital,O=C1NC(=O)NC(=O)C1(CCC(C)C)CC,57-43-2,6.474,1.2,0.49812147112928173,low-fidelity RED
5-Ethyl-5-Propylbarbituric Acid,O=C1NC(=O)NC(=O)C1(CCC)CC,33376-25-9,6.228,1.175,0.40388736053508756,low-fidelity RED
5-Butyl-5-Ethylbarbituric Acid {Butobarbital} {Butetal},O=C1NC(=O)NC(=O)C1(CCCC)CC,77-28-1,6.519,1.172,0.5244044240850757,low-fidelity RED
5-Ethyl-5-Pentylbarbituric Acid,O=C1NC(=O)NC(=O)C1(CCCCC)CC,115-58-2,6.603,1.172,0.5744562646538032,low-fidelity RED
Tetrahydromethylphthalic Anhydride,O=C1OC(=O)/C2=C/CCCC12C,11070-44-3,6.488,1.302,0.5684408500451037,low-fidelity RED
β-Butyrolactone,O=C1OC(C)C1,3068-88-0,7.38,0.9889,0.5852349955359811,low-fidelity RED
4-Ethyloxazolidine-2-One,O=C1OCC(N1)CC,16112-60-0,7.036,1.128,0.6184658438426489,low-fidelity RED
3-Ethyloxazolidine-2-One,O=C1OCCN1CC,5261-18-7,6.299,1.115,0.4190763653560054,low-fidelity RED
Metamitron,O=C2N(/C(=N\N=C2\c1ccccc1)C)N,41394-05-2,6.668,0.9691,0.4860555523805899,low-fidelity RED
Chloroacetamide,O=C2OC(COc1c(OC)cccc1)CN2,70-07-2,7.912,1.352,0.9940447676035528,low-fidelity RED
Rofecoxib,O=C2OCC(=C2\c1ccccc1)\c3ccc(cc3)S(=O)(=O)C,162011-90-7,6.806,1.238,0.9937303457175898,low-fidelity RED
o-Nitrobenzaldehyde,O=CC(C=CC=C1)=C1[N+]([O-])=O,552-89-6,6.099,1.076,0.8905756565278433,low-fidelity RED
Anisaldehyde (2-Methoxy Benzaldehyde),O=CC(C=CC=C1)=C1OC,135-02-4,7.081,1.064,0.7586995452746753,high-fidelity RED
"2,5-Dimethoxybenzaldehyde",O=CC1=CC(OC)=CC=C1OC,93-02-7,7.151,1.199,0.7697402159170328,low-fidelity RED
p-Anisaldehyde,O=CC1=CC=C(OC)C=C1,123-11-5,7.163,1.077,0.7972609359550994,low-fidelity RED
2-Pyridinecarboxaldehyde,O=Cc1ncccc1,1121-60-4,6.75,1.038,0.7537406715840662,low-fidelity RED
Glutaraldehyde,O=CCCCC=O,111-30-8,6.177,0.837,0.6133922073192647,low-fidelity RED
3-(Methylmercapto)Propanal,O=CCCSC,3268-49-3,5.905,0.9223,0.8200609733428366,low-fidelity RED
"Formamide, N-Methyl-n-Phenyl-",O=CN(C1=CC=CC=C1)C,93-61-8,6.011,0.9361,0.8200609733428366,low-fidelity RED
Mevinphos,O=P(O/C(=C/C(=O)OC)C)(OC)OC,7786-34-7,5.683,1.185,0.8381527307120105,low-fidelity RED
Tricresyl Phosphate,O=P(OC2=C(C)C=CC=C2)(OC3=C(C)C=CC=C3)OC1=C(C)C=CC=C1,1330-78-5,5.772,1.103,0.8400148808205722,high-fidelity RED
Fenamiphos,O=P(OCC)(Oc1ccc(SC)c(c1)C)NC(C)C,22224-92-6,6.184,1.436,0.6504805915628851,low-fidelity RED
Diethyl-6-Methyl-2-(1-Methylethyl)-4-Pyrimidinyl Ester Phosp,O=P(OCC)(OCC)Oc1nc(nc(c1)C)C(C)C,962-58-3,6.946,1.481,0.8162413858657257,low-fidelity RED
IBP,O=P(SCc1ccccc1)(OCC)OCC,13286-32-3,6.093,0.9624,0.4227883631321938,low-fidelity RED
"N,N-Dimethylbenzenesulfonamide",O=S(=O)(N(C)C)c1ccccc1,14417-01-7,6.336,1.034,0.17320508075688737,low-fidelity RED
Probenecid,O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,57-66-9,6.534,1.346,0.42573465914815983,low-fidelity RED
Valdecoxib (S),O=S(=O)(N)c3ccc(c2c(onc2c1ccccc1)C)cc3,181695-72-7,6.155,1.383,0.8986100377805715,low-fidelity RED
N-Methylbenzenesulfonamide,O=S(=O)(NC)c1ccccc1,5183-78-8,5.951,1.053,0.788986691902975,low-fidelity RED
Sotalol,O=S(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C,3930-20-9,7.769,1.256,0.8796306042879589,low-fidelity RED
N-n-Butyl Benzenesulfonamide,O=S(=O)(NCCCC)c1ccccc1,3622-84-2,6.161,1.05,0.143614066163451,low-fidelity RED
Aldicarb,O=S(C(\C=N\OC(=O)NC)(C)C)C,1646-87-3,6.139,1.251,0.7798236980241109,low-fidelity RED
Methyl Phenyl Sulfoxide,O=S(c1ccccc1)C,1193-82-4,6.807,0.9375,0.8518362518700406,low-fidelity RED
Diethyl Sulphoxide,O=S(CC)CC,70-29-1,6.156,0.9056,0.4697073557013983,low-fidelity RED
Ethyl p-Toluenesulfonate,O=S(OCC)(C1=CC=C(C)C=C1)=O,80-40-0,6.41,1.009,0.5841660722773963,low-fidelity RED
Tetrahydro-2H-Pyran-2-One,O1CCCCC1=O,542-28-9,6.867,0.9726,0.41982139059366697,low-fidelity RED
Terbutryne,S(c1nc(nc(n1)NC(C)(C)C)NCC)C,886-50-0,6.315,1.113,0.7407766195014525,low-fidelity RED
Prometryne,S(c1nc(nc(n1)NC(C)C)NC(C)C)C,7287-19-6,6.444,1.053,0.7697402159170328,low-fidelity RED
Dipropretryn,S(c1nc(nc(n1)NC(C)C)NC(C)C)CC,4147-51-7,6.856,1.193,0.835912674865024,low-fidelity RED
2-Ethylamino-4-Isopropylamino-6-Methylthio-S-Trizaine(Ametryne),S(c1nc(nc(n1)NC(C)C)NCC)C,834-12-8,7.065,1.158,0.8411301920630361,low-fidelity RED
